"4o. Agrupamento","Descrição","Crédito","Emissão","Valor"
"Carteira Cobrança Simples","NFC-e 000021968",,"13/07/2019","100"
"Carteira Cobrança Simples","NFC-e 000021970",,"13/07/2019","99,01"
"Carteira Cobrança Simples","NFC-e 000022249",,"13/07/2019","10"
"Carteira Cobrança Simples","NFC-e 000021491",,"03/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021492",,"03/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021493",,"03/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021494",,"03/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021495",,"03/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021496",,"03/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021497",,"03/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021498",,"03/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021499",,"03/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021500",,"03/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021989",,"14/07/2019","96,8"
"Carteira Cobrança Simples","NFC-e 000022246",,"13/07/2019","123,39"
"Carteira Cobrança Simples","NFC-e 000022250",,"13/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022254",,"13/07/2019","5"
"Carteira Cobrança Simples","NFC-e 000021972",,"13/07/2019","690"
"Carteira Cobrança Simples","NFC-e 000021976",,"13/07/2019","165,28"
"Carteira Cobrança Simples","NFC-e 000022263",,"14/07/2019","165,28"
"Carteira Cobrança Simples","NFC-e 000021992",,"14/07/2019","499,01"
"Carteira Cobrança Simples","NFC-e 000022266",,"14/07/2019","1008,53"
"Carteira Cobrança Simples","NFC-e 000022270",,"14/07/2019","114,56"
"Carteira Cobrança Simples","NFC-e 000021997",,"14/07/2019","130,01"
"Carteira Cobrança Simples","NFC-e 000021999",,"14/07/2019","1900"
"Carteira Cobrança Simples","NFC-e 000022274",,"14/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022278",,"14/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022298",,"14/07/2019","50"
"Carteira Cobrança Simples","NFC-e 000022303",,"14/07/2019","165,28"
"Carteira Cobrança Simples","NFC-e 000022007",,"14/07/2019","9,82"
"Carteira Cobrança Simples","NFC-e 000022277",,"14/07/2019","422,76"
"Carteira Cobrança Simples","NFC-e 000022280",,"14/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022284",,"14/07/2019","37,3"
"Carteira Cobrança Simples","NFC-e 000022285",,"14/07/2019","780"
"Carteira Cobrança Simples","NFC-e 000022296",,"14/07/2019","250"
"Carteira Cobrança Simples","NFC-e 000022300",,"14/07/2019","9"
"Carteira Cobrança Simples","NFC-e 000022301",,"14/07/2019","39,5"
"Carteira Cobrança Simples","NFC-e 000022017",,"15/07/2019","117,78"
"Carteira Cobrança Simples","NFC-e 000022031",,"15/07/2019","0,02"
"Carteira Cobrança Simples","NFC-e 000022035",,"15/07/2019","48,98"
"Carteira Cobrança Simples","NFC-e 000022037",,"15/07/2019","10"
"Carteira Cobrança Simples","NFC-e 000022315",,"15/07/2019","190,94"
"Carteira Cobrança Simples","NFC-e 000022319",,"15/07/2019","6,55"
"Carteira Cobrança Simples","NFC-e 000022044",,"15/07/2019","484,9"
"Carteira Cobrança Simples","NFC-e 000022045",,"15/07/2019","48,98"
"Carteira Cobrança Simples","NFC-e 000022054",,"15/07/2019","200"
"Carteira Cobrança Simples","NFC-e 000021946",,"03/07/2019","129"
"Carteira Cobrança Simples","NFC-e 000021524",,"03/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021527",,"03/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021525",,"03/07/2019","319,97"
"Carteira Cobrança Simples","NFC-e 000021948",,"03/07/2019","122,27"
"Carteira Cobrança Simples","NFC-e 000021528",,"03/07/2019","0,02"
"Carteira Cobrança Simples","NFC-e 000021949",,"03/07/2019","99,01"
"Carteira Cobrança Simples","NFC-e 000021529",,"03/07/2019","0,01"
"Carteira Cobrança Simples","NFe 000027050",,"16/07/2019","48,98"
"Carteira Cobrança Simples","NFe 000027055",,"16/07/2019","202,72"
"Carteira Cobrança Simples","NFe 000027049",,"16/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022060",,"16/07/2019","39,5"
"Carteira Cobrança Simples","NFC-e 000022330",,"16/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022328",,"16/07/2019","169"
"Carteira Cobrança Simples","NFe 000027043",,"16/07/2019","39,5"
"Carteira Cobrança Simples","NFC-e 000022068",,"16/07/2019","300,01"
"Carteira Cobrança Simples","NFC-e 000022349",,"16/07/2019","1172"
"Carteira Cobrança Simples","NFC-e 000022352",,"16/07/2019","119,89"
"Carteira Cobrança Simples","NFC-e 000021734",,"08/07/2019","400"
"Carteira Cobrança Simples","NFC-e 000021740",,"08/07/2019","99"
"Carteira Cobrança Simples","NFC-e 000021716",,"07/07/2019","279,01"
"Carteira Cobrança Simples","NFC-e 000021715",,"07/07/2019","800,71"
"Carteira Cobrança Simples","NFC-e 000021739",,"08/07/2019","349,01"
"Carteira Cobrança Simples","NFC-e 000022129",,"08/07/2019","169"
"Carteira Cobrança Simples","NFC-e 000021511",,"03/07/2019","37,66"
"Carteira Cobrança Simples","NFC-e 000021513",,"03/07/2019","143,61"
"Carteira Cobrança Simples","NFC-e 000021515",,"03/07/2019","99"
"Carteira Cobrança Simples","NFC-e 000021516",,"03/07/2019","468,61"
"Carteira Cobrança Simples","NFC-e 000021744",,"08/07/2019","63,9"
"Carteira Cobrança Simples","NFC-e 000021745",,"08/07/2019","2017,06"
"Carteira Cobrança Simples","NFC-e 000022132",,"08/07/2019","447,21"
"Carteira Cobrança Simples","NFC-e 000022141",,"08/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022136",,"08/07/2019","300"
"Carteira Cobrança Simples","NFC-e 000021518",,"03/07/2019","209,01"
"Carteira Cobrança Simples","NFC-e 000021519",,"03/07/2019","99"
"Carteira Cobrança Simples","NFC-e 000021942",,"03/07/2019","975,1"
"Carteira Cobrança Simples","NFC-e 000021522",,"03/07/2019","447,21"
"Carteira Cobrança Simples","NFC-e 000022140",,"08/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022149",,"08/07/2019","39,5"
"Carteira Cobrança Simples","NFC-e 000021758",,"08/07/2019","339,01"
"Carteira Cobrança Simples","NFC-e 000021762",,"08/07/2019","1375,26"
"Carteira Cobrança Simples","NFC-e 000021764",,"08/07/2019","937,21"
"Carteira Cobrança Simples","NFC-e 000021530",,"03/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021531",,"03/07/2019","99"
"Carteira Cobrança Simples","NFC-e 000021950",,"03/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022164",,"09/07/2019","89,99"
"Carteira Cobrança Simples","NFC-e 000022166",,"09/07/2019","122,27"
"Carteira Cobrança Simples","NFC-e 000021763",,"08/07/2019","85,26"
"Carteira Cobrança Simples","NFC-e 000021768",,"09/07/2019","937,21"
"Carteira Cobrança Simples","NFC-e 000021771",,"09/07/2019","610,21"
"Carteira Cobrança Simples","NFC-e 000021952",,"03/07/2019","1899"
"Carteira Cobrança Simples","NFC-e 000021774",,"09/07/2019","365,72"
"Carteira Cobrança Simples","NFC-e 000021770",,"09/07/2019","731,44"
"Carteira Cobrança Simples","NFC-e 000022158",,"09/07/2019","165,28"
"Carteira Cobrança Simples","NFC-e 000022160",,"09/07/2019","39,5"
"Carteira Cobrança Simples","NFC-e 000021773",,"09/07/2019","365,72"
"Carteira Cobrança Simples","NFC-e 000021955",,"03/07/2019","79,04"
"Carteira Cobrança Simples","NFC-e 000021793",,"09/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021792",,"09/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021989",,"04/07/2019","393,97"
"Carteira Cobrança Simples","NFC-e 000021967",,"04/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021802",,"09/07/2019","1090,02"
"Carteira Cobrança Simples","NFC-e 000022172",,"09/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021806",,"09/07/2019","350,01"
"Carteira Cobrança Simples","NFC-e 000021809",,"09/07/2019","1199"
"Carteira Cobrança Simples","NFC-e 000022174",,"10/07/2019","119,89"
"Carteira Cobrança Simples","NFC-e 000021821",,"10/07/2019","399,33"
"Carteira Cobrança Simples","NFC-e 000022175",,"10/07/2019","50,01"
"Carteira Cobrança Simples","NFC-e 000022176",,"10/07/2019","89,9"
"Carteira Cobrança Simples","NFC-e 000022180",,"10/07/2019","89,9"
"Carteira Cobrança Simples","NFC-e 000021824",,"10/07/2019","365,72"
"Carteira Cobrança Simples","NFC-e 000021807",,"09/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021812",,"09/07/2019","697,82"
"Carteira Cobrança Simples","NFC-e 000021814",,"09/07/2019","165,28"
"Carteira Cobrança Simples","NFC-e 000021826",,"10/07/2019","473,7"
"Carteira Cobrança Simples","NFC-e 000021827",,"10/07/2019","1199"
"Carteira Cobrança Simples","NFC-e 000021815",,"09/07/2019","365,72"
"Carteira Cobrança Simples","NFC-e 000021817",,"09/07/2019","599"
"Carteira Cobrança Simples","NFC-e 000021828",,"10/07/2019","697,82"
"Carteira Cobrança Simples","NFC-e 000022185",,"10/07/2019","128,46"
"Carteira Cobrança Simples","NFC-e 000021831",,"10/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021981",,"04/07/2019","169"
"Carteira Cobrança Simples","NFC-e 000021988",,"04/07/2019","1703,74"
"Carteira Cobrança Simples","NFC-e 000021830",,"10/07/2019","56,8"
"Carteira Cobrança Simples","NFC-e 000022192",,"10/07/2019","1199,35"
"Carteira Cobrança Simples","NFC-e 000021992",,"04/07/2019","250"
"Carteira Cobrança Simples","NFC-e 000021999",,"04/07/2019","1212,27"
"Carteira Cobrança Simples","NFC-e 000021842",,"10/07/2019","64,88"
"Carteira Cobrança Simples","NFC-e 000021846",,"10/07/2019","129,01"
"Carteira Cobrança Simples","NFC-e 000021860",,"10/07/2019","66,74"
"Carteira Cobrança Simples","NFC-e 000021859",,"10/07/2019","39"
"Carteira Cobrança Simples","NFC-e 000021858",,"10/07/2019","662,17"
"Carteira Cobrança Simples","NFC-e 000021865",,"10/07/2019","99,01"
"Carteira Cobrança Simples","NFC-e 000021873",,"10/07/2019","937,21"
"Carteira Cobrança Simples","NFC-e 000021876",,"11/07/2019","10"
"Carteira Cobrança Simples","NFC-e 000021879",,"11/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021882",,"11/07/2019","154,53"
"Carteira Cobrança Simples","NFC-e 000021885",,"11/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021894",,"11/07/2019","479,01"
"Carteira Cobrança Simples","NFC-e 000021893",,"11/07/2019","63,9"
"Carteira Cobrança Simples","NFC-e 000021895",,"11/07/2019","116,81"
"Carteira Cobrança Simples","NFC-e 000021563",,"04/07/2019","70,11"
"Carteira Cobrança Simples","NFe 000027018",,"11/07/2019","89,9"
"Carteira Cobrança Simples","NFC-e 000021913",,"11/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021908",,"11/07/2019","10"
"Carteira Cobrança Simples","NFC-e 000021909",,"11/07/2019","63,9"
"Carteira Cobrança Simples","NFC-e 000021915",,"11/07/2019","149"
"Carteira Cobrança Simples","NFC-e 000021922",,"11/07/2019","56,8"
"Carteira Cobrança Simples","NFC-e 000022214",,"12/07/2019","350"
"Carteira Cobrança Simples","NFC-e 000021928",,"11/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022226",,"12/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021941",,"12/07/2019","376,93"
"Carteira Cobrança Simples","NFC-e 000022220",,"12/07/2019","1273,39"
"Carteira Cobrança Simples","NFC-e 000021937",,"12/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021938",,"12/07/2019","361,62"
"Carteira Cobrança Simples","NFC-e 000022229",,"12/07/2019","129"
"Carteira Cobrança Simples","NFC-e 000021578",,"04/07/2019","279"
"Carteira Cobrança Simples","NFC-e 000022004",,"05/07/2019","161,97"
"Carteira Cobrança Simples","NFC-e 000022000",,"04/07/2019","39,5"
"Carteira Cobrança Simples","NFC-e 000021583",,"05/07/2019","99,01"
"Carteira Cobrança Simples","NFC-e 000022009",,"05/07/2019","509,01"
"Carteira Cobrança Simples","NFC-e 000022013",,"05/07/2019","87,92"
"Carteira Cobrança Simples","NFC-e 000022015",,"05/07/2019","10"
"Carteira Cobrança Simples","NFC-e 000021587",,"05/07/2019","1298,85"
"Carteira Cobrança Simples","NFC-e 000022001",,"04/07/2019","41,5"
"Carteira Cobrança Simples","NFC-e 000021575",,"04/07/2019","79,04"
"Carteira Cobrança Simples","NFC-e 000022005",,"05/07/2019","219,52"
"Carteira Cobrança Simples","NFC-e 000022006",,"05/07/2019","58"
"Carteira Cobrança Simples","NFC-e 000022017",,"05/07/2019","99"
"Carteira Cobrança Simples","NFC-e 000022018",,"05/07/2019","99,01"
"Carteira Cobrança Simples","NFC-e 000022028",,"05/07/2019","128,46"
"Carteira Cobrança Simples","NFC-e 000021590",,"05/07/2019","559,01"
"Carteira Cobrança Simples","NFC-e 000022032",,"05/07/2019","99"
"Carteira Cobrança Simples","NFC-e 000022031",,"05/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022030",,"05/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022069",,"06/07/2019","59,9"
"Carteira Cobrança Simples","NFC-e 000021615",,"05/07/2019","371,51"
"Carteira Cobrança Simples","NFC-e 000021618",,"05/07/2019","150"
"Carteira Cobrança Simples","NFC-e 000022051",,"05/07/2019","41,5"
"Carteira Cobrança Simples","NFC-e 000022052",,"06/07/2019","100,37"
"Carteira Cobrança Simples","NFC-e 000022056",,"06/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021606",,"05/07/2019","99"
"Carteira Cobrança Simples","NFC-e 000021608",,"05/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022039",,"05/07/2019","99"
"Carteira Cobrança Simples","NFC-e 000022042",,"05/07/2019","59,18"
"Carteira Cobrança Simples","NFC-e 000021627",,"06/07/2019","379,01"
"Carteira Cobrança Simples","NFC-e 000022060",,"06/07/2019","100"
"Carteira Cobrança Simples","NFC-e 000022062",,"06/07/2019","389,15"
"Carteira Cobrança Simples","NFC-e 000021614",,"05/07/2019","38"
"Carteira Cobrança Simples","NFC-e 000021633",,"06/07/2019","1008,53"
"Carteira Cobrança Simples","NFC-e 000022072",,"06/07/2019","100"
"Carteira Cobrança Simples","NFC-e 000021641",,"06/07/2019","218,01"
"Carteira Cobrança Simples","NFC-e 000022083",,"06/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021642",,"06/07/2019","129,01"
"Carteira Cobrança Simples","NFC-e 000022094",,"06/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021652",,"06/07/2019","349,01"
"Carteira Cobrança Simples","NFC-e 000022086",,"06/07/2019","499,01"
"Carteira Cobrança Simples","NFC-e 000022087",,"06/07/2019","70,11"
"Carteira Cobrança Simples","NFC-e 000022091",,"06/07/2019","100"
"Carteira Cobrança Simples","NFC-e 000022093",,"06/07/2019","193,35"
"Carteira Cobrança Simples","NFC-e 000022102",,"06/07/2019","468,61"
"Carteira Cobrança Simples","NFC-e 000022100",,"06/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021676",,"06/07/2019","1090,03"
"Carteira Cobrança Simples","NFC-e 000021686",,"07/07/2019","200,01"
"Carteira Cobrança Simples","NFC-e 000021670",,"06/07/2019","117,78"
"Carteira Cobrança Simples","NFC-e 000022104",,"06/07/2019","975,1"
"Carteira Cobrança Simples","NFC-e 000021693",,"07/07/2019","692,72"
"Carteira Cobrança Simples","NFC-e 000022115",,"07/07/2019","165,28"
"Carteira Cobrança Simples","NFC-e 000022116",,"07/07/2019","711,06"
"Carteira Cobrança Simples","NFC-e 000021701",,"07/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000021713",,"07/07/2019","150"
"Carteira Cobrança Simples","NFC-e 000021706",,"07/07/2019","274"
"Carteira Cobrança Simples","NFC-e 000021709",,"07/07/2019","41,5"
"Carteira Cobrança Simples","NFC-e 000021710",,"07/07/2019","10"
"Carteira Cobrança Simples","NFC-e 000021712",,"07/07/2019","79,04"
"Carteira Cobrança Simples","NFC-e 000022351",,"16/07/2019","48,98"
"Carteira Cobrança Simples","NFC-e 000022343",,"16/07/2019","1049,28"
"Carteira Cobrança Simples","NFC-e 000022074",,"16/07/2019","959"
"Carteira Cobrança Simples","NFC-e 000022359",,"16/07/2019","70,11"
"Carteira Cobrança Simples","NFC-e 000022360",,"16/07/2019","41,5"
"Carteira Cobrança Simples","NFC-e 000022092",,"17/07/2019","293,02"
"Carteira Cobrança Simples","NFC-e 000022361",,"17/07/2019","165,28"
"Carteira Cobrança Simples","NFC-e 000022368",,"17/07/2019","48,98"
"Carteira Cobrança Simples","NFC-e 000022375",,"17/07/2019","48,98"
"Carteira Cobrança Simples","NFC-e 000022378",,"17/07/2019","342,03"
"Carteira Cobrança Simples","NFC-e 000022126",,"17/07/2019","48,98"
"Carteira Cobrança Simples","NFC-e 000022127",,"17/07/2019","40"
"Carteira Cobrança Simples","NFC-e 000022132",,"18/07/2019","149,01"
"Carteira Cobrança Simples","NFC-e 000022102",,"17/07/2019","105,63"
"Carteira Cobrança Simples","NFC-e 000022381",,"17/07/2019","48,98"
"Carteira Cobrança Simples","NFC-e 000022108",,"17/07/2019","279,01"
"Carteira Cobrança Simples","NFC-e 000022118",,"17/07/2019","70,11"
"Carteira Cobrança Simples","NFC-e 000022389",,"17/07/2019","48,98"
"Carteira Cobrança Simples","NFC-e 000022116",,"17/07/2019","164"
"Carteira Cobrança Simples","NFC-e 000022137",,"18/07/2019","3505,78"
"Carteira Cobrança Simples","NFC-e 000022395",,"18/07/2019","193,35"
"Carteira Cobrança Simples","NFC-e 000022155",,"18/07/2019","300,52"
"Carteira Cobrança Simples","NFC-e 000022170",,"18/07/2019","109,01"
"Carteira Cobrança Simples","NFC-e 000022171",,"18/07/2019","700"
"Carteira Cobrança Simples","NFC-e 000022174",,"18/07/2019","379,01"
"Carteira Cobrança Simples","NFC-e 000022179",,"18/07/2019","48,98"
"Carteira Cobrança Simples","NFC-e 000022187",,"19/07/2019","56"
"Carteira Cobrança Simples","NFC-e 000022181",,"19/07/2019","447,21"
"Carteira Cobrança Simples","NFC-e 000022195",,"19/07/2019","700"
"Carteira Cobrança Simples","NFC-e 000022201",,"19/07/2019","422,76"
"Carteira Cobrança Simples","NFC-e 000022203",,"19/07/2019","1000"
"Carteira Cobrança Simples","NFC-e 000022410",,"19/07/2019","56,8"
"Carteira Cobrança Simples","NFC-e 000022222",,"20/07/2019","154,53"
"Carteira Cobrança Simples","NFC-e 000022223",,"20/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022219",,"19/07/2019","70"
"Carteira Cobrança Simples","NFC-e 000022420",,"20/07/2019","56,8"
"Carteira Cobrança Simples","NFC-e 000022239",,"20/07/2019","495"
"Carteira Cobrança Simples","NFC-e 000022243",,"20/07/2019","899"
"Carteira Cobrança Simples","NFC-e 000022430",,"20/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022432",,"20/07/2019","56,8"
"Carteira Cobrança Simples","NFC-e 000022236",,"20/07/2019","79"
"Carteira Cobrança Simples","NFC-e 000022435",,"20/07/2019","1273,39"
"Carteira Cobrança Simples","NFC-e 000022433",,"20/07/2019","41,5"
"Carteira Cobrança Simples","NFC-e 000022251",,"20/07/2019","279,01"
"Carteira Cobrança Simples","NFC-e 000022252",,"20/07/2019","899"
"Carteira Cobrança Simples","NFC-e 000022257",,"20/07/2019","85,26"
"Carteira Cobrança Simples","NFC-e 000022456",,"21/07/2019","900"
"Carteira Cobrança Simples","NFC-e 000022273",,"21/07/2019","63,9"
"Carteira Cobrança Simples","NFC-e 000022268",,"21/07/2019","113,3"
"Carteira Cobrança Simples","NFC-e 000022454",,"21/07/2019","70,67"
"Carteira Cobrança Simples","NFC-e 000022276",,"21/07/2019","300,52"
"Carteira Cobrança Simples","NFC-e 000022304",,"22/07/2019","508,34"
"Carteira Cobrança Simples","NFC-e 000022298",,"21/07/2019","300"
"Carteira Cobrança Simples","NFC-e 000022299",,"21/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022463",,"21/07/2019","100"
"Carteira Cobrança Simples","NFC-e 000022314",,"22/07/2019","134,6"
"Carteira Cobrança Simples","NFC-e 000022470",,"22/07/2019","99,01"
"Carteira Cobrança Simples","NFC-e 000022472",,"22/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022473",,"22/07/2019","29,01"
"Carteira Cobrança Simples","NFC-e 000022480",,"23/07/2019","49,9"
"Carteira Cobrança Simples","NFC-e 000022318",,"23/07/2019","200"
"Carteira Cobrança Simples","NFC-e 000022316",,"22/07/2019","129,01"
"Carteira Cobrança Simples","NFC-e 000022321",,"23/07/2019","10"
"Carteira Cobrança Simples","NFC-e 000022323",,"23/07/2019","129,01"
"Carteira Cobrança Simples","NFC-e 000022324",,"23/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022326",,"23/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022490",,"23/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022491",,"23/07/2019","499"
"Carteira Cobrança Simples","NFC-e 000022342",,"23/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022345",,"23/07/2019","407,48"
"Carteira Cobrança Simples","NFC-e 000022347",,"23/07/2019","193,35"
"Carteira Cobrança Simples","NFC-e 000022348",,"24/07/2019","129,01"
"Carteira Cobrança Simples","NFC-e 000022494",,"23/07/2019","66,74"
"Carteira Cobrança Simples","NFC-e 000022333",,"23/07/2019","300"
"Carteira Cobrança Simples","NFC-e 000022335",,"23/07/2019","50"
"Carteira Cobrança Simples","NFC-e 000022336",,"23/07/2019","39,5"
"Carteira Cobrança Simples","NFC-e 000022353",,"24/07/2019","99,01"
"Carteira Cobrança Simples","NFC-e 000022362",,"24/07/2019","1986,49"
"Carteira Cobrança Simples","NFC-e 000022503",,"24/07/2019","1008,88"
"Carteira Cobrança Simples","NFC-e 000022379",,"24/07/2019","249,01"
"Carteira Cobrança Simples","NFC-e 000022382",,"24/07/2019","900"
"Carteira Cobrança Simples","NFC-e 000022390",,"25/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022520",,"25/07/2019","165,28"
"Carteira Cobrança Simples","NFC-e 000022521",,"25/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022394",,"25/07/2019","1000"
"Carteira Cobrança Simples","NFC-e 000022510",,"25/07/2019","10"
"Carteira Cobrança Simples","NFC-e 000022512",,"25/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022513",,"25/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022514",,"25/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022515",,"25/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022386",,"25/07/2019","114,56"
"Carteira Cobrança Simples","NFC-e 000022525",,"25/07/2019","129,01"
"Carteira Cobrança Simples","NFC-e 000022408",,"25/07/2019","550"
"Carteira Cobrança Simples","NFC-e 000022396",,"25/07/2019","899"
"Carteira Cobrança Simples","NFC-e 000022398",,"25/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022524",,"25/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022403",,"25/07/2019","63,9"
"Carteira Cobrança Simples","NFC-e 000022551",,"26/07/2019","899"
"Carteira Cobrança Simples","NFC-e 000022406",,"25/07/2019","49,9"
"Carteira Cobrança Simples","NFC-e 000022412",,"26/07/2019","85,26"
"Carteira Cobrança Simples","NFC-e 000022439",,"26/07/2019","240"
"Carteira Cobrança Simples","NFC-e 000022571",,"27/07/2019","129,01"
"Carteira Cobrança Simples","NFC-e 000022552",,"26/07/2019","285,51"
"Carteira Cobrança Simples","NFC-e 000022554",,"26/07/2019","100"
"Carteira Cobrança Simples","NFC-e 000022559",,"26/07/2019","429,01"
"Carteira Cobrança Simples","NFC-e 000022430",,"26/07/2019","100"
"Carteira Cobrança Simples","NFC-e 000022563",,"27/07/2019","899"
"Carteira Cobrança Simples","NFC-e 000022448",,"27/07/2019","899"
"Carteira Cobrança Simples","NFC-e 000022568",,"27/07/2019","99,01"
"Carteira Cobrança Simples","NFC-e 000022572",,"27/07/2019","129,01"
"Carteira Cobrança Simples","NFC-e 000022574",,"27/07/2019","193,35"
"Carteira Cobrança Simples","NFC-e 000022586",,"27/07/2019","200"
"Carteira Cobrança Simples","NFC-e 000022594",,"28/07/2019","0,02"
"Carteira Cobrança Simples","NFC-e 000022589",,"27/07/2019","300"
"Carteira Cobrança Simples","NFC-e 000022462",,"27/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022476",,"28/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022598",,"28/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022456",,"27/07/2019","89,01"
"Carteira Cobrança Simples","NFC-e 000022466",,"27/07/2019","113,31"
"Carteira Cobrança Simples","NFC-e 000022467",,"27/07/2019","119,89"
"Carteira Cobrança Simples","NFC-e 000022469",,"28/07/2019","149,01"
"Carteira Cobrança Simples","NFC-e 000022621",,"29/07/2019","379,01"
"Carteira Cobrança Simples","NFC-e 000022605",,"28/07/2019","0,02"
"Carteira Cobrança Simples","NFC-e 000022516",,"29/07/2019","247"
"Carteira Cobrança Simples","NFC-e 000022514",,"29/07/2019","85,26"
"Carteira Cobrança Simples","NFC-e 000022519",,"29/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022521",,"29/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022520",,"29/07/2019","37,3"
"Carteira Cobrança Simples","NFC-e 000022522",,"29/07/2019","379"
"Carteira Cobrança Simples","NFC-e 000022529",,"29/07/2019","447,21"
"Carteira Cobrança Simples","NFC-e 000022556",,"30/07/2019","360"
"Carteira Cobrança Simples","NFC-e 000022626",,"29/07/2019","10"
"Carteira Cobrança Simples","NFC-e 000022629",,"29/07/2019","63,9"
"Carteira Cobrança Simples","NFC-e 000022574",,"31/07/2019","712,08"
"Carteira Cobrança Simples","NFC-e 000022580",,"31/07/2019","1253,02"
"Carteira Cobrança Simples","NFC-e 000022590",,"31/07/2019","370"
"Carteira Cobrança Simples","NFC-e 000022540",,"30/07/2019","699,01"
"Carteira Cobrança Simples","NFC-e 000022631",,"29/07/2019","5"
"Carteira Cobrança Simples","NFC-e 000022551",,"30/07/2019","169"
"Carteira Cobrança Simples","NFC-e 000022553",,"30/07/2019","129"
"Carteira Cobrança Simples","NFC-e 000022554",,"30/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022557",,"30/07/2019","1599,38"
"Carteira Cobrança Simples","NFC-e 000022500",,"29/07/2019","366,74"
"Carteira Cobrança Simples","NFC-e 000022612",,"29/07/2019","99,01"
"Carteira Cobrança Simples","NFC-e 000022613",,"29/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022553",,"26/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022145",,"18/07/2019","244,02"
"Carteira Cobrança Simples","NFC-e 000022151",,"18/07/2019","78,05"
"Carteira Cobrança Simples","NFC-e 000022487",,"28/07/2019","0,01"
"Carteira Cobrança Simples","NFC-e 000022424",,"26/07/2019","193,35"
