"4o. Agrupamento","Descrição","Crédito","Emissão","Valor"
"Cart Visa Credito Pagseguro","CNF 144683320 / NFC-e 000025906",,"03/07/2019","1307,72"
"Cart Visa Credito Pagseguro","CNF 147194991 / RC 148224433 / NFC-e 000021975",,"04/07/2019","973,99"
"Cart Visa Credito Pagseguro","CNF 148353268 / NFC-e 000022002",,"04/07/2019","1115,64"
"Cart Visa Credito Pagseguro","CNF 148372204 / NFC-e 000026017",,"04/07/2019","1520,4"
"Cart Visa Credito Pagseguro","CNF 153595072 / NFC-e 000022036",,"05/07/2019","431,08"
"Cart Visa Credito Pagseguro","CNF 155692120 / NFC-e 000026019",,"05/07/2019","2456,8"
"Cart Visa Credito Pagseguro","CNF 162468481 / NFC-e 000022053",,"05/07/2019","800"
"Cart Visa Credito Pagseguro","CNF 162561876 / NFC-e 000026053",,"05/07/2019","1198,8"
"Cart Visa Credito Pagseguro","CNF 163993896 / NFC-e 000021619 / RC 164614643",,"05/07/2019","310"
"Cart Visa Credito Pagseguro","CNF 164077145 / NFC-e 000022049 / RC 165569721",,"05/07/2019","537"
"Cart Visa Credito Pagseguro","CNF 174096831 / NFC-e 000008578",,"06/07/2019","562,16"
"Cart Visa Credito Pagseguro","CNF 177081321 / RC 1474478051 / NFC-e 000026233",,"08/07/2019","209"
"Cart Visa Credito Pagseguro","CNF 178274489 / RC 178383988 / NFC-e 000021667",,"06/07/2019","147"
"Cart Visa Credito Pagseguro","CNF 185030915 / NFC-e 000022088 / RC 184495061",,"17/07/2019","1678,99"
"Cart Visa Credito Pagseguro","CNF 185601407 / NFe 000026994",,"17/07/2019","279"
"Cart Visa Credito Pagseguro","CNF 185601425 / NFe 000026995",,"17/07/2019","49,66"
"Cart Visa Credito Pagseguro","CNF 185601446 / NFe 000026996",,"17/07/2019","49,66"
"Cart Visa Credito Pagseguro","CNF 185601494 / NFe 000026998",,"17/07/2019","147,78"
"Cart Visa Credito Pagseguro","CNF 185601521 / NFC-e 000026628",,"17/07/2019","1029,11"
"Cart Visa Credito Pagseguro","CNF 185601606 / NFC-e 000005469",,"17/07/2019","1205,6"
"Cart Visa Credito Pagseguro","CNF 186355795 / NFe 000026993",,"17/07/2019","978,38"
"Cart Visa Credito Pagseguro","CNF 186355859 / NFe 000026997",,"17/07/2019","279"
"Cart Visa Credito Pagseguro","CNF 190374629 / NFe 000026999",,"17/07/2019","397,09"
"Cart Visa Credito Pagseguro","CNF 190374678 / NFC-e 000010762",,"17/07/2019","1350,31"
"Cart Visa Credito Pagseguro","CNF 193344725 / NFC-e 000026731",,"18/07/2019","345,03"
"Cart Visa Credito Pagseguro","CNF 196176449 / NFC-e 000022144 / RC 197801659",,"18/07/2019","229,06"
"Cart Visa Credito Pagseguro","CNF 199802019 / NFC-e 000026782",,"19/07/2019","415,76"
"Cart Visa Credito Pagseguro","CNF 206715581 / RC 215494034 / NFC-e 000022225",,"20/07/2019","147"
"Cart Visa Credito Pagseguro","CNF 216338469 / RC 217268601 / NFC-e 000022237",,"20/07/2019","1343"
"Cart Visa Credito Pagseguro","CNF 216877615 / NFC-e 000022468 / RC 222250559",,"21/07/2019","409,96"
"Cart Visa Credito Pagseguro","CNF 217061400 / NFC-e 000026839",,"20/07/2019","2096,43"
"Cart Visa Credito Pagseguro","CNF 217302285 / RC 218189627 / NFC-e 000022255",,"20/07/2019","416"
"Cart Visa Credito Pagseguro","CNF 220775217 / NFC-e 000008104",,"22/07/2019","1825,9"
"Cart Visa Credito Pagseguro","CNF 220811010 / RC 219988188 / NFC-e 000022467",,"21/07/2019","180,39"
"Cart Visa Credito Pagseguro","CNF 221210461 / NFC-e 000022301 / RC 223738759",,"22/07/2019","923,99"
"Cart Visa Credito Pagseguro","CNF 226899629 / NFe 000027014",,"23/07/2019","379,38"
"Cart Visa Credito Pagseguro","CNF 233941646 / NFC-e 000026998 / NFC-e 000006398",,"23/07/2019","1771,9"
"Cart Visa Credito Pagseguro","CNF 233994435 / NFC-e 000009870",,"24/07/2019","1029,11"
"Cart Visa Credito Pagseguro","CNF 235169147 / NFe 000027020",,"24/07/2019","818,2"
"Cart Visa Credito Pagseguro","CNF 238441248 / NFe 000027023",,"24/07/2019","2536,38"
"Cart Visa Credito Pagseguro","CNF 238453552 / NFC-e 000022517",,"24/07/2019","5177,69"
"Cart Visa Credito Pagseguro","CNF 242320722 / NFC-e 000010198",,"25/07/2019","1041,7"
"Cart Visa Credito Pagseguro","CNF 243921851 / NFC-e 000022391 / RC 247042999",,"25/07/2019","205,24"
"Cart Visa Credito Pagseguro","CNF 248256497 / NFC-e 000022562",,"25/07/2019","345"
"Cart Visa Credito Pagseguro","CNF 252820904 / RC 251831518 / NFC-e 000022534",,"25/07/2019","147"
"Cart Visa Credito Pagseguro","CNF 252820945 / NFC-e 000022542",,"26/07/2019","695,6"
"Cart Visa Credito Pagseguro","CNF 253892951 / NFC-e 000027082",,"26/07/2019","246,56"
"Cart Visa Credito Pagseguro","CNF 257135295 / NFC-e 000015418",,"26/07/2019","69,39"
"Cart Visa Credito Pagseguro","CNF 259730656 / NFC-e 000015454",,"26/07/2019","140,72"
"Cart Visa Credito Pagseguro","CNF 259730771 / NFC-e 000015702",,"26/07/2019","1082,7"
"Cart Visa Credito Pagseguro","CNF 259850942 / NFe 000009375",,"27/07/2019","1218,3"
"Cart Visa Credito Pagseguro","CNF 260606751 / NFC-e 000027109",,"27/07/2019","1322,6"
"Cart Visa Credito Pagseguro","CNF 264839481 / RC 267351303 / NFC-e 000022454",,"27/07/2019","454"
"Cart Visa Credito Pagseguro","CNF 266759131 / NFe 000013048",,"28/07/2019","1306,9"
"Cart Visa Credito Pagseguro","CNF 267858186 / NFC-e 000027113",,"27/07/2019","1306,2"
"Cart Visa Credito Pagseguro","CNF 267858291 / NFe 000027034",,"28/07/2019","168,74"
"Cart Visa Credito Pagseguro","CNF 269276651 / RC 274798207 / NFC-e 000027163",,"29/07/2019","293,99"
"Cart Visa Credito Pagseguro","CNF 269276775 / NFC-e 000027235",,"29/07/2019","451,32"
"Cart Visa Credito Pagseguro","CNF 276269217 / NFC-e 000022525 / RC 278181668",,"29/07/2019","426,9"
"Cart Visa Credito Pagseguro","CNF 276269355 / NFC-e 000027256",,"30/07/2019","1730,12"
"Cart Visa Credito Pagseguro","CNF 276269409 / NFC-e 000013348",,"30/07/2019","2347,17"
"Cart Visa Credito Pagseguro","CNF 279005693 / NFC-e 000027255",,"30/07/2019","1205,6"
"Cart Visa Credito Pagseguro","CNF 293006937 / RC 325353010 / NFC-e 000022499",,"28/07/2019","622,14"
"Cart Visa Credito Pagseguro","CNF 334365149 / NFC-e 000022616 / RC 273510993",,"29/07/2019","304,26"
"Cart Visa Credito Pagseguro","CNF 334365309 / NFC-e 000003140",,"29/07/2019","1954,27"
"Cart Visa Credito Pagseguro","CNF 1354966784 / NFC-e 000005055",,"12/07/2019","397,09"
"Cart Visa Credito Pagseguro","CNF 1370116147 / NFC-e 000022251 / RC 1372254105 / RC 1372254172",,"13/07/2019","376,4"
"Cart Visa Credito Pagseguro","CNF 1372201228 / NFC-e 000026527",,"13/07/2019","1471,63"
"Cart Visa Credito Pagseguro","CNF 1372252648 / NFC-e 000026528 / NFC-e 000022257",,"13/07/2019","4977,13"
"Cart Visa Credito Pagseguro","CNF 1372643528 / NFC-e 000022000 / RC 1373731076",,"14/07/2019","332"
"Cart Visa Credito Pagseguro","CNF 1376627609 / NFC-e 000022304 / RC 1374713182",,"14/07/2019","440,48"
"Cart Visa Credito Pagseguro","CNF 1410596539 / NFC-e 000021728 / RC 1416442163",,"08/07/2019","813"
"Cart Visa Credito Pagseguro","CNF 1412419408 / RC 1419097004 / NFC-e 000022128",,"08/07/2019","931,999999999999"
"Cart Visa Credito Pagseguro","CNF 1417335558 / NFC-e 000026223",,"08/07/2019","1439,7"
"Cart Visa Credito Pagseguro","CNF 1445122242 / NFC-e 000021791 / RC 1475809637",,"09/07/2019","431,34"
"Cart Visa Credito Pagseguro","CNF 1447391599 / NFC-e 000021769",,"09/07/2019","1632,8"
"Cart Visa Credito Pagseguro","CNF 1447492872 / NFC-e 000021778 / RC 1474287395",,"09/07/2019","586,99"
"Cart Visa Credito Pagseguro","CNF 1478397942 / NFC-e 000026292",,"10/07/2019","2273,56"
"Cart Visa Credito Pagseguro","CNF 1478397971 / NFC-e 000021874",,"10/07/2019","464,68"
"Cart Visa Credito Pagseguro","CNF 1486449082 / NFC-e 000016465 / NFC-e 000021829",,"10/07/2019","2175,1"
"Cart Visa Credito Pagseguro","CNF 1512232783 / RC 1514958514 / NFC-e 000021839",,"10/07/2019","493,08"
"Cart Visa Credito Pagseguro","CNF 1514446250 / NFe 000026978",,"11/07/2019","2815,6"
"Cart Visa Credito Pagseguro","CNF 1515043278 / NFC-e 000003530",,"11/07/2019","1325,3"
"Cart Visa Credito Pagseguro","CNF 1527704374 / NFC-e 000006398 / NFC-e 000026415",,"11/07/2019","1621,23"
"Cart Visa Credito Pagseguro","CNF 1527704400 / NFC-e 000021907",,"11/07/2019","196,7"
"Cart Visa Credito Pagseguro","CNF 1527704477 / NFC-e 000006399",,"11/07/2019","217,9"
"Cart Visa Credito Pagseguro","CNF 1527704489 / NFC-e 000026409 / NFC-e 000022212 / NFC-e 000006361",,"11/07/2019","5987,88"
"Cart Visa Credito Pagseguro","CNF 1532695727 / NFC-e 000022424",,"12/07/2019","2380,46"
"Cart Visa Credito Pagseguro","NFC-e 000021879",,"01/07/2019","299,01"
"Cart Visa Credito Pagseguro","NFC-e 000021880",,"01/07/2019","1050,7"
"Cart Visa Credito Pagseguro","NFC-e 000021432",,"01/07/2019","1049"
"Cart Visa Credito Pagseguro","NFC-e 000021902",,"01/07/2019","201,48"
"Cart Visa Credito Pagseguro","NFC-e 000021906",,"01/07/2019","193,35"
"Cart Visa Credito Pagseguro","NFC-e 000021910",,"01/07/2019","498,24"
"Cart Visa Credito Pagseguro","NFC-e 000021444",,"02/07/2019","63,9"
"Cart Visa Credito Pagseguro","NFC-e 000021929",,"02/07/2019","504,95"
"Cart Visa Credito Pagseguro","NFC-e 000021913",,"02/07/2019","192,22"
"Cart Visa Credito Pagseguro","NFC-e 000021915",,"02/07/2019","299,01"
"Cart Visa Credito Pagseguro","NFC-e 000021931",,"02/07/2019","169,92"
"Cart Visa Credito Pagseguro","NFC-e 000021475",,"02/07/2019","64,9"
"Cart Visa Credito Pagseguro","NFC-e 000021926",,"02/07/2019","289,01"
"Cart Visa Credito Pagseguro","NFC-e 000021472",,"02/07/2019","659,01"
"Cart Visa Credito Pagseguro","NFC-e 000021520",,"03/07/2019","419,35"
"Cart Visa Credito Pagseguro","NFC-e 000021957",,"12/07/2019","407,48"
"Cart Visa Credito Pagseguro","NFC-e 000022233",,"13/07/2019","73,04"
"Cart Visa Credito Pagseguro","NFC-e 000022235",,"13/07/2019","768,7"
"Cart Visa Credito Pagseguro","NFC-e 000021936",,"02/07/2019","175,84"
"Cart Visa Credito Pagseguro","NFC-e 000021487",,"02/07/2019","1148"
"Cart Visa Credito Pagseguro","NFC-e 000021967",,"13/07/2019","186,54"
"Cart Visa Credito Pagseguro","NFC-e 000021968",,"13/07/2019","169,01"
"Cart Visa Credito Pagseguro","NFC-e 000022243",,"13/07/2019","1526,2"
"Cart Visa Credito Pagseguro","NFC-e 000022264",,"14/07/2019","464,68"
"Cart Visa Credito Pagseguro","NFC-e 000022245",,"13/07/2019","722,02"
"Cart Visa Credito Pagseguro","NFC-e 000022247",,"13/07/2019","379,38"
"Cart Visa Credito Pagseguro","NFC-e 000022261",,"13/07/2019","167,6"
"Cart Visa Credito Pagseguro","NFC-e 000021985",,"13/07/2019","129"
"Cart Visa Credito Pagseguro","NFC-e 000021977",,"13/07/2019","129,01"
"Cart Visa Credito Pagseguro","NFC-e 000021978",,"13/07/2019","140,24"
"Cart Visa Credito Pagseguro","NFC-e 000021996",,"14/07/2019","338,02"
"Cart Visa Credito Pagseguro","NFC-e 000022305",,"14/07/2019","39,5"
"Cart Visa Credito Pagseguro","NFC-e 000022283",,"14/07/2019","57,6"
"Cart Visa Credito Pagseguro","NFC-e 000022295",,"14/07/2019","479,01"
"Cart Visa Credito Pagseguro","NFC-e 000022300",,"14/07/2019","490"
"Cart Visa Credito Pagseguro","NFC-e 000022005",,"14/07/2019","75,6"
"Cart Visa Credito Pagseguro","NFC-e 000022010",,"15/07/2019","218,45"
"Cart Visa Credito Pagseguro","NFC-e 000022013",,"15/07/2019","1190,4"
"Cart Visa Credito Pagseguro","NFC-e 000022015",,"15/07/2019","1392,9"
"Cart Visa Credito Pagseguro","NFC-e 000022034",,"15/07/2019","149"
"Cart Visa Credito Pagseguro","NFC-e 000022316",,"15/07/2019","99"
"Cart Visa Credito Pagseguro","NFC-e 000022317",,"15/07/2019","169,92"
"Cart Visa Credito Pagseguro","NFC-e 000022318",,"15/07/2019","485,7"
"Cart Visa Credito Pagseguro","NFC-e 000022320",,"15/07/2019","123,27"
"Cart Visa Credito Pagseguro","NFC-e 000022321",,"15/07/2019","398,45"
"Cart Visa Credito Pagseguro","NFC-e 000022325",,"15/07/2019","163,54"
"Cart Visa Credito Pagseguro","NFC-e 000022324",,"15/07/2019","2474,02"
"Cart Visa Credito Pagseguro","NFC-e 000022054",,"15/07/2019","173,76"
"Cart Visa Credito Pagseguro","NFe 000027048",,"16/07/2019","226,48"
"Cart Visa Credito Pagseguro","NFC-e 000021944",,"03/07/2019","99"
"Cart Visa Credito Pagseguro","NFe 000027047",,"16/07/2019","129"
"Cart Visa Credito Pagseguro","NFC-e 000022048",,"15/07/2019","1369,5"
"Cart Visa Credito Pagseguro","NFC-e 000022338",,"16/07/2019","839,01"
"Cart Visa Credito Pagseguro","NFC-e 000022126",,"08/07/2019","70,11"
"Cart Visa Credito Pagseguro","NFC-e 000022124",,"08/07/2019","122,72"
"Cart Visa Credito Pagseguro","NFC-e 000021738",,"08/07/2019","249,01"
"Cart Visa Credito Pagseguro","NFC-e 000021746",,"08/07/2019","124,92"
"Cart Visa Credito Pagseguro","NFC-e 000021512",,"03/07/2019","261,99"
"Cart Visa Credito Pagseguro","NFC-e 000021743",,"08/07/2019","73,04"
"Cart Visa Credito Pagseguro","NFC-e 000022134",,"08/07/2019","1029,11"
"Cart Visa Credito Pagseguro","NFC-e 000021518",,"03/07/2019","400"
"Cart Visa Credito Pagseguro","NFC-e 000021938",,"03/07/2019","122,72"
"Cart Visa Credito Pagseguro","NFC-e 000021947",,"03/07/2019","1158,8"
"Cart Visa Credito Pagseguro","NFC-e 000021535",,"03/07/2019","407,48"
"Cart Visa Credito Pagseguro","NFC-e 000022154",,"09/07/2019","167,6"
"Cart Visa Credito Pagseguro","NFC-e 000021537",,"03/07/2019","399,48"
"Cart Visa Credito Pagseguro","NFC-e 000021767",,"09/07/2019","1043,52"
"Cart Visa Credito Pagseguro","NFC-e 000021776",,"09/07/2019","122,27"
"Cart Visa Credito Pagseguro","NFC-e 000022165",,"09/07/2019","206,82"
"Cart Visa Credito Pagseguro","NFC-e 000021957",,"03/07/2019","1392,9"
"Cart Visa Credito Pagseguro","NFC-e 000021800",,"09/07/2019","379,01"
"Cart Visa Credito Pagseguro","NFC-e 000021799",,"09/07/2019","379,01"
"Cart Visa Credito Pagseguro","NFC-e 000022169",,"09/07/2019","225,24"
"Cart Visa Credito Pagseguro","NFC-e 000021969",,"04/07/2019","70,11"
"Cart Visa Credito Pagseguro","NFC-e 000021796",,"09/07/2019","128,28"
"Cart Visa Credito Pagseguro","NFC-e 000021801",,"09/07/2019","139,43"
"Cart Visa Credito Pagseguro","NFC-e 000021784",,"09/07/2019","349,01"
"Cart Visa Credito Pagseguro","NFC-e 000021785",,"09/07/2019","49,68"
"Cart Visa Credito Pagseguro","NFC-e 000021788",,"09/07/2019","169,92"
"Cart Visa Credito Pagseguro","NFC-e 000021806",,"09/07/2019","279"
"Cart Visa Credito Pagseguro","NFC-e 000022178",,"10/07/2019","196,06"
"Cart Visa Credito Pagseguro","NFC-e 000021813",,"09/07/2019","149"
"Cart Visa Credito Pagseguro","NFC-e 000022181",,"10/07/2019","513,8"
"Cart Visa Credito Pagseguro","NFC-e 000022187",,"10/07/2019","1392,9"
"Cart Visa Credito Pagseguro","NFC-e 000022194",,"10/07/2019","37,4"
"Cart Visa Credito Pagseguro","NFC-e 000021982",,"04/07/2019","79,62"
"Cart Visa Credito Pagseguro","NFC-e 000021987",,"04/07/2019","122,72"
"Cart Visa Credito Pagseguro","NFC-e 000021550",,"04/07/2019","39,5"
"Cart Visa Credito Pagseguro","NFC-e 000021996",,"04/07/2019","427,21"
"Cart Visa Credito Pagseguro","NFC-e 000021557",,"04/07/2019","59,9"
"Cart Visa Credito Pagseguro","NFC-e 000021844",,"10/07/2019","57,6"
"Cart Visa Credito Pagseguro","NFC-e 000021849",,"10/07/2019","149"
"Cart Visa Credito Pagseguro","NFC-e 000021878",,"11/07/2019","494,8"
"Cart Visa Credito Pagseguro","NFC-e 000021887",,"11/07/2019","458,8"
"Cart Visa Credito Pagseguro","NFC-e 000021863",,"10/07/2019","379"
"Cart Visa Credito Pagseguro","NFC-e 000021853",,"10/07/2019","317,97"
"Cart Visa Credito Pagseguro","NFC-e 000021867",,"10/07/2019","129,01"
"Cart Visa Credito Pagseguro","NFC-e 000021881",,"11/07/2019","459,01"
"Cart Visa Credito Pagseguro","NFC-e 000021880",,"11/07/2019","154,11"
"Cart Visa Credito Pagseguro","NFC-e 000021886",,"11/07/2019","1116,04"
"Cart Visa Credito Pagseguro","NFC-e 000021888",,"11/07/2019","66,6"
"Cart Visa Credito Pagseguro","NFC-e 000021559",,"04/07/2019","379,01"
"Cart Visa Credito Pagseguro","NFC-e 000021898",,"11/07/2019","379,38"
"Cart Visa Credito Pagseguro","NFC-e 000022210",,"11/07/2019","129"
"Cart Visa Credito Pagseguro","NFC-e 000022219",,"12/07/2019","110,12"
"Cart Visa Credito Pagseguro","NFC-e 000021918",,"11/07/2019","395,5"
"Cart Visa Credito Pagseguro","NFC-e 000021926",,"11/07/2019","193,35"
"Cart Visa Credito Pagseguro","NFC-e 000021928",,"11/07/2019","99"
"Cart Visa Credito Pagseguro","NFC-e 000022215",,"12/07/2019","379,01"
"Cart Visa Credito Pagseguro","NFC-e 000021933",,"12/07/2019","73,04"
"Cart Visa Credito Pagseguro","NFC-e 000021935",,"12/07/2019","1392,9"
"Cart Visa Credito Pagseguro","NFC-e 000022221",,"12/07/2019","840"
"Cart Visa Credito Pagseguro","NFC-e 000021939",,"12/07/2019","146,12"
"Cart Visa Credito Pagseguro","NFC-e 000021572",,"04/07/2019","159,01"
"Cart Visa Credito Pagseguro","NFC-e 000021573",,"04/07/2019","149,01"
"Cart Visa Credito Pagseguro","NFC-e 000021574",,"04/07/2019","124,4"
"Cart Visa Credito Pagseguro","NFC-e 000021564",,"04/07/2019","455,36"
"Cart Visa Credito Pagseguro","NFC-e 000021568",,"04/07/2019","99"
"Cart Visa Credito Pagseguro","NFC-e 000021580",,"04/07/2019","82,9"
"Cart Visa Credito Pagseguro","NFC-e 000021594",,"05/07/2019","979,01"
"Cart Visa Credito Pagseguro","NFC-e 000021598",,"05/07/2019","1034,3"
"Cart Visa Credito Pagseguro","NFC-e 000022027",,"05/07/2019","205,36"
"Cart Visa Credito Pagseguro","NFC-e 000022068",,"06/07/2019","378,02"
"Cart Visa Credito Pagseguro","NFC-e 000021634",,"06/07/2019","145,28"
"Cart Visa Credito Pagseguro","NFC-e 000022048",,"05/07/2019","169"
"Cart Visa Credito Pagseguro","NFC-e 000021621",,"05/07/2019","356,76"
"Cart Visa Credito Pagseguro","NFC-e 000021611",,"05/07/2019","1100,94"
"Cart Visa Credito Pagseguro","NFC-e 000022043",,"05/07/2019","599"
"Cart Visa Credito Pagseguro","NFC-e 000021626",,"05/07/2019","99"
"Cart Visa Credito Pagseguro","NFC-e 000021612",,"05/07/2019","99,01"
"Cart Visa Credito Pagseguro","NFC-e 000022074",,"06/07/2019","143,44"
"Cart Visa Credito Pagseguro","NFC-e 000022075",,"06/07/2019","87,66"
"Cart Visa Credito Pagseguro","NFC-e 000022076",,"06/07/2019","379,01"
"Cart Visa Credito Pagseguro","NFC-e 000021644",,"06/07/2019","408,24"
"Cart Visa Credito Pagseguro","NFC-e 000022078",,"06/07/2019","167,6"
"Cart Visa Credito Pagseguro","NFC-e 000022079",,"06/07/2019","379,01"
"Cart Visa Credito Pagseguro","NFC-e 000022082",,"06/07/2019","37,3"
"Cart Visa Credito Pagseguro","NFC-e 000022090",,"06/07/2019","100,38"
"Cart Visa Credito Pagseguro","NFC-e 000022096",,"06/07/2019","465,8"
"Cart Visa Credito Pagseguro","NFC-e 000021724",,"08/07/2019","189,01"
"Cart Visa Credito Pagseguro","NFC-e 000021725",,"08/07/2019","194,01"
"Cart Visa Credito Pagseguro","NFC-e 000021731",,"08/07/2019","86,46"
"Cart Visa Credito Pagseguro","NFC-e 000021653",,"06/07/2019","424,4"
"Cart Visa Credito Pagseguro","NFC-e 000021655",,"06/07/2019","139,58"
"Cart Visa Credito Pagseguro","NFC-e 000021672",,"06/07/2019","17,1"
"Cart Visa Credito Pagseguro","NFC-e 000021673",,"06/07/2019","134,6"
"Cart Visa Credito Pagseguro","NFC-e 000021688",,"07/07/2019","313,48"
"Cart Visa Credito Pagseguro","NFC-e 000021694",,"07/07/2019","598,8"
"Cart Visa Credito Pagseguro","NFC-e 000022105",,"06/07/2019","169,01"
"Cart Visa Credito Pagseguro","NFC-e 000022113",,"07/07/2019","794,8"
"Cart Visa Credito Pagseguro","NFC-e 000021675",,"06/07/2019","122,72"
"Cart Visa Credito Pagseguro","NFC-e 000021707",,"07/07/2019","761,76"
"Cart Visa Credito Pagseguro","NFC-e 000022340",,"16/07/2019","227,92"
"Cart Visa Credito Pagseguro","NFC-e 000022344",,"16/07/2019","130,8"
"Cart Visa Credito Pagseguro","NFC-e 000022076",,"16/07/2019","40,06"
"Cart Visa Credito Pagseguro","NFC-e 000022336",,"16/07/2019","129"
